offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-4.505025125628140813e+03,8.000000000000000000e+02,-1.511482733307730086e+01,-1.511482733307730086e+01,-2.994418767494142685e+03,-2.994418767494142685e+03,-2.675082926951601436e+00,-3.001999574024167032e+03,-5.015839851020700735e+00,-5.015839851020700735e+00,-2.623161165742949219e+00
-4.560301507537687939e+03,8.000000000000000000e+02,-1.511579844368770864e+01,-1.511579844368770864e+01,-2.994418897006244151e+03,-2.994418897006244151e+03,-2.671359602926817622e+00,-3.002001096102779684e+03,-5.016735864057409344e+00,-5.016735864057409344e+00,-2.621369139667860892e+00
-4.615577889447235066e+03,8.000000000000000000e+02,-1.511673637461444741e+01,-1.511673637461444741e+01,-2.994419024048631400e+03,-2.994419024048631400e+03,-2.667787279548139434e+00,-3.002002538479518080e+03,-5.017601130133698462e+00,-5.017601130133698462e+00,-2.619638607513269601e+00
-4.670854271356784011e+03,8.000000000000000000e+02,-1.511764262371616496e+01,-1.511764262371616496e+01,-2.994419148681863589e+03,-2.994419148681863589e+03,-2.664358245598656527e+00,-3.002003905748808393e+03,-5.018437026227729802e+00,-5.018437026227729802e+00,-2.617966815323379048e+00
-4.726130653266331137e+03,8.000000000000000000e+02,-1.511851860510796541e+01,-1.511851860510796541e+01,-2.994419270964688167e+03,-2.994419270964688167e+03,-2.661065259409197026e+00,-3.002005202206554713e+03,-5.019244853867348866e+00,-5.019244853867348866e+00,-2.616351160046736624e+00
-4.781407035175878264e+03,8.000000000000000000e+02,-1.511936565471114591e+01,-1.511936565471114591e+01,-2.994419390954180017e+03,-2.994419390954180017e+03,-2.657901515892536093e+00,-3.002006431871884161e+03,-5.020025843978146440e+00,-5.020025843978146440e+00,-2.614789179826030985e+00
-4.836683417085427209e+03,8.000000000000000000e+02,-1.512018503540184611e+01,-1.512018503540184611e+01,-2.994419508705745102e+03,-2.994419508705745102e+03,-2.654860616179045785e+00,-3.002007598507104376e+03,-5.020781161387731117e+00,-5.020781161387731117e+00,-2.613278544998660191e+00
-4.891959798994974335e+03,8.000000000000000000e+02,-1.512097794174860610e+01,-1.512097794174860610e+01,-2.994419624273170484e+03,-2.994419624273170484e+03,-2.651936539635605605e+00,-3.002008705636083505e+03,-5.021511909012474462e+00,-5.021511909012474462e+00,-2.611817049754864950e+00
-4.947236180904521461e+03,8.000000000000000000e+02,-1.512174550442250620e+01,-1.512174550442250620e+01,-2.994419737708749381e+03,-2.994419737708749381e+03,-2.649123618056064000e+00,-3.002009756561169979e+03,-5.022219131689780625e+00,-5.022219131689780625e+00,-2.610402604393938120e+00
-5.002512562814070407e+03,8.000000000000000000e+02,-1.512248879424350889e+01,-1.512248879424350889e+01,-2.994419849063222500e+03,-2.994419849063222500e+03,-2.646416511841851005e+00,-3.002010754378785805e+03,-5.022903819821294746e+00,-5.022903819821294746e+00,-2.609033228137862093e+00
-5.057788944723617533e+03,8.000000000000000000e+02,-1.512320882597305172e+01,-1.512320882597305172e+01,-2.994419958385911741e+03,-2.994419958385911741e+03,-2.643810187993807848e+00,-3.002011701993790211e+03,-5.023566912665955897e+00,-5.023566912665955897e+00,-2.607707042449260548e+00
-5.113065326633164659e+03,8.000000000000000000e+02,-1.512390656177558412e+01,-1.512390656177558412e+01,-2.994420065724738379e+03,-2.994420065724738379e+03,-2.641299899774731674e+00,-3.002012602132750089e+03,-5.024209301478549605e+00,-5.024209301478549605e+00,-2.606422264821728341e+00
-5.168341708542713604e+03,8.000000000000000000e+02,-1.512458291448274394e+01,-1.512458291448274394e+01,-2.994420171126270361e+03,-2.994420171126270361e+03,-2.638881167884970402e+00,-3.002013457356185882e+03,-5.024831832388372277e+00,-5.024831832388372277e+00,-2.605177202998954833e+00
-5.223618090452260731e+03,8.000000000000000000e+02,-1.512523875059923739e+01,-1.512523875059923739e+01,-2.994420274635710484e+03,-2.994420274635710484e+03,-2.636549763045411332e+00,-3.002014270069881150e+03,-5.025435309092245006e+00,-5.025435309092245006e+00,-2.603970249595198627e+00
