offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-3.266331658291458098e+02,2.000000000000000000e+02,-9.748314784802922759e+02,-9.748314784802922759e+02,-6.197788954470115641e+01,-6.197788954470115641e+01,-1.065985704655892263e+01,-9.997214069034542945e+02,-1.754590464635725766e+01,-1.754590464635725766e+01,-6.908190707285295495e+00
-3.366834170854272088e+02,2.000000000000000000e+02,-9.748287062892491122e+02,-9.748287062892491122e+02,-6.212016351375984868e+01,-6.212016351375984868e+01,-1.019723345403600234e+01,-9.999050269399476747e+02,-1.765258533575132560e+01,-1.765258533575132560e+01,-6.694829328497458931e+00
-3.467336683417086647e+02,2.000000000000000000e+02,-9.748262050866621848e+02,-9.748262050866621848e+02,-6.225335694992190838e+01,-6.225335694992190838e+01,-9.766211569954796445e+00,-1.000074664356878543e+03,-1.775321371330323927e+01,-1.775321371330323927e+01,-6.493572573393303848e+00
-3.567839195979899500e+02,2.000000000000000000e+02,-9.748239522823349716e+02,-9.748239522823349716e+02,-6.237817833732344752e+01,-6.237817833732344752e+01,-9.364332381950056572e+00,-1.000231406378730526e+03,-1.784817071512725306e+01,-1.784817071512725306e+01,-6.303658569745985041e+00
-3.668341708542714059e+02,2.000000000000000000e+02,-9.748219272904066202e+02,-9.748219272904066202e+02,-6.249527553413068404e+01,-6.249527553413068404e+01,-8.989334868417618196e+00,-1.000376259482507180e+03,-1.793781581932825020e+01,-1.793781581932825020e+01,-6.124368361343811351e+00
-3.768844221105528050e+02,2.000000000000000000e+02,-9.748201113336574508e+02,-9.748201113336574508e+02,-6.260524070984035916e+01,-6.260524070984035916e+01,-8.639142045983099649e+00,-1.000510153867018971e+03,-1.802248722409558468e+01,-1.802248722409558468e+01,-5.955025551808938999e+00
-3.869346733668342040e+02,2.000000000000000000e+02,-9.748184872688977975e+02,-9.748184872688977975e+02,-6.270861504839700729e+01,-6.270861504839700729e+01,-8.311847297778763632e+00,-1.000633948067630740e+03,-1.810250232529523373e+01,-1.810250232529523373e+01,-5.794995349408896601e+00
-3.969849246231156030e+02,2.000000000000000000e+02,-9.748170394309322546e+02,-9.748170394309322546e+02,-6.280589317162932161e+01,-6.280589317162932161e+01,-8.005701198156678799e+00,-1.000748433596721497e+03,-1.817815840614843381e+01,-1.817815840614843381e+01,-5.643683187704012560e+00
-4.070351758793970021e+02,2.000000000000000000e+02,-9.748157534929393933e+02,-9.748157534929393933e+02,-6.289752725965308855e+01,-6.289752725965308855e+01,-7.719098974423713955e+00,-1.000854339520389885e+03,-1.824973347080377550e+01,-1.824973347080377550e+01,-5.500533058392583996e+00
-4.170854271356786285e+02,2.000000000000000000e+02,-9.748146163413846352e+02,-9.748146163413846352e+02,-6.298393086050180045e+01,-6.298393086050180045e+01,-7.450568689959662372e+00,-1.000952336906267760e+03,-1.831748716915183195e+01,-1.831748716915183195e+01,-5.365025661696133596e+00
-4.271356783919600275e+02,2.000000000000000000e+02,-9.748136159637783749e+02,-9.748136159637783749e+02,-6.306548239210042084e+01,-6.306548239210042084e+01,-7.198760191551604848e+00,-1.001043043096693737e+03,-1.838166177260049494e+01,-1.838166177260049494e+01,-5.236676454799061631e+00
-4.371859296482414265e+02,2.000000000000000000e+02,-9.748127413478650851e+02,-9.748127413478650851e+02,-6.314252834694013927e+01,-6.314252834694013927e+01,-6.962434833626028663e+00,-1.001127025776766459e+03,-1.844248317044412033e+01,-1.844248317044412033e+01,-5.115033659111634989e+00
-4.472361809045228824e+02,2.000000000000000000e+02,-9.748119823909503339e+02,-9.748119823909503339e+02,-6.321538621442272188e+01,-6.321538621442272188e+01,-6.740455970618970838e+00,-1.001204806818632960e+03,-1.850016186423556519e+01,-1.850016186423556519e+01,-4.999676271529019722e+00
-4.572864321608041678e+02,2.000000000000000000e+02,-9.748113298182581730e+02,-9.748113298182581730e+02,-6.328434713850998605e+01,-6.328434713850998605e+01,-6.531780193948602431e+00,-1.001276865892516753e+03,-1.855489394370141554e+01,-1.855489394370141554e+01,-4.890212112597362548e+00
-4.673366834170856237e+02,2.000000000000000000e+02,-9.748107751093103843e+02,-9.748107751093103843e+02,-6.334967832964127865e+01,-6.334967832964127865e+01,-6.335449280257257954e+00,-1.001343643841837547e+03,-1.860686203252617688e+01,-1.860686203252617688e+01,-4.786275934947768818e+00
-4.773869346733670227e+02,2.000000000000000000e+02,-9.748103104315122209e+02,-9.748103104315122209e+02,-6.341162525026129515e+01,-6.341162525026129515e+01,-6.150582811545535655e+00,-1.001405545824910973e+03,-1.865623619602320105e+01,-1.865623619602320105e+01,-4.687527607954274700e+00
-4.874371859296484217e+02,2.000000000000000000e+02,-9.748099285801108635e+02,-9.748099285801108635e+02,-6.347041359294576779e+01,-6.347041359294576779e+01,-5.976371424521499165e+00,-1.001462944229364780e+03,-1.870317480555831935e+01,-1.870317480555831935e+01,-4.593650388883530056e+00
-4.974874371859298208e+02,2.000000000000000000e+02,-9.748096229239292825e+02,-9.748096229239292825e+02,-6.352625106945407651e+01,-6.352625106945407651e+01,-5.812070645185586137e+00,-1.001516181368052003e+03,-1.874782535676058615e+01,-1.874782535676058615e+01,-4.504349286478292136e+00
-5.075376884422112198e+02,2.000000000000000000e+02,-9.748093873561826967e+02,-9.748093873561826967e+02,-6.357932902798268060e+01,-6.357932902798268060e+01,-5.656995264789167699e+00,-1.001565571966884363e+03,-1.879032524017179639e+01,-1.879032524017179639e+01,-4.419349519656489811e+00
